source_path,seq,culName,culGrpName,culTel,culHomeUrl,gpsX,gpsY
artgallery,308,보성군립백민미술관,미술관,061-853-0003,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=94615472-6af4-4647-a615-47f6eb03c6b0&big_category=undefined&mid_category=undefined&big_area=undefined&referrer=https://korean.visitkorea.or.kr/kor/bz15/where/where_tour.jsp?cid=130113,127.160065866,34.9669463154
artgallery,315,성곡미술관,미술관,02-737-7650,http://www.sungkokmuseum.org/main/,126.96978121437739,37.57316977782238
artgallery,2258,북서울 꿈의숲 상상톡톡미술관,미술관,02-2289-5445,https://www.sejongpac.or.kr/dfac/main/contents.do?menuNo=1200025,127.04143596895246,37.62250014118607
artgallery,1033,갤러리 라메르,미술관,02-730-5454,http://www.gallerylamer.com/about-us/,126.98493601130363,37.57255325030841
artgallery,330,한광미술관,미술관,051-469-0095,http://www.asiaart.co.kr/,129.03742523011064,35.10897949290821
artgallery,2085,캐논플렉스 갤러리,미술관,0507-1476-8701,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=0ae8c229-bcc9-4c2c-b5b8-d88d2b45298a,127.039816916,37.5261573354
artgallery,1151,대전 이응노미술관,미술관,042-611-9800,https://www.leeungnomuseum.or.kr/,127.3870435321152,36.36687454730784
artgallery,2554,서울시립 북서울미술관,미술관,02-2124-5248~9,https://sema.seoul.go.kr/kr/visit/bukseoul,127.06680335608173,37.64089114205458
artgallery,1884,오원화랑,미술관,042-489-8778,http://blog.naver.com/galleryowon,127.38873649540483,36.3532861172591
artgallery,328,장흥아트파크(구 토탈야외미술관),미술관,031-877-0500,http://www.artpark.co.kr/about/facilities,126.9496732040829,37.72553719403987
artgallery,1123,노암갤러리,미술관,02-720-2235,https://www.facebook.com/noamgallery,126.98682944424478,37.57155562465969
artgallery,2445,광주비엔날레 전시관,미술관,062-608-4114,http://gwangjubiennale.org/,126.88912558435467,35.18250475299859
artgallery,6591,롯데백화점 [일산],미술관,"031-909-3187, 02-543-6151",https://www.artmusee.com/,126.77211662822754,37.66047101597381
artgallery,1040,갤러리현대,미술관,02-2287-3591,http://www.galleryhyundai.com/,126.97984943601662,37.57663399766476
artgallery,1312,한국미술관,미술관,031-283-6418,http://www.hartm.com/,127.1320385997532,37.30899218141104
artgallery,5047,갤러리 다함,미술관,031-401-0460,http://www.gallerydaham.co.kr/,126.82903142499777,37.32096212793305
artgallery,313,우양미술관,미술관,054-745-7075~6,http://www.wooyangmuseum.org/html/,129.2858849326689,35.84171814484573
artgallery,317,송암미술관,미술관,032-440-6770,http://songam.incheon.go.kr/index.do,126.64225739986657,37.43441354349972
artgallery,5017,안상철미술관,미술관,031-874-0734,http://www.ahnsangchul.co.kr/museum/map.html,126.956933397,37.7783989314
artgallery,2556,난지미술창작스튜디오,미술관,02-308-1071,https://semananji.seoul.go.kr/front/kor/index.do,126.87893904144168,37.56909088386573
artgallery,5871,홍티예술촌,미술관,051-220-4919,https://culturebug27.blog.me/,128.96110406362223,35.06128375505294
artgallery,350,석봉도자기미술관,미술관,033-638-7711,http://www.dogong.net/,128.582561573,38.1979517202
artgallery,1298,한전아트센터 갤러리,미술관,02-2105-8190,http://cyber.kepco.co.kr/kepco/AR/main.do?menuCd=FN10,127.02867980883956,37.48594870421582
artgallery,2573,미술관 자작나무숲,미술관,033-342-6833,http://www.jjsoup.com/,128.05005601323657,37.49275510154505
artgallery,2696,아라리오뮤지엄,미술관,02-736-5700,http://www.arariomuseum.org/,126.98854061105999,37.577747889253
artgallery,316,소전미술관,미술관,031-313-1211,https://www.sojeonmuseum.org/,126.785502398,37.4519678269
artgallery,318,옥과미술관,미술관,061-363-7278,http://www.okart.org/,127.12254692544535,35.2971087955401
artgallery,320,운보미술관,미술관,043-213-0570,http://woonbo.kr/artnote/board.php?board=kkkmain&command=skin_insert&exe=insert_iboard1_home,127.56577854416291,36.69204594126246
artgallery,324,임립미술관,미술관,041-856-7749,http://www.limlipmuseum.org/,127.14031802202747,36.39625217170816
artgallery,327,청학대미술관,미술관,031-673-7188,http://www.chunghakdae.com/main/main.php,127.34390320840717,37.00112414837518
artgallery,2716,부안청자박물관,미술관,063-580-3964,http://www.buan.go.kr/buancela/index.buan,126.65133555936781,35.61149958895561
artgallery,6257,코리아디자인센터,미술관,070-7010-4346,https://www.much.go.kr/cooperation/net/des.do#,127.123286467551,37.4131967216789
artgallery,3798,왕궁리유적전시관,미술관,"063-859-4631 ,4632, 4635",http://www.iksan.go.kr/wg/index.iksan,127.055789321,35.9711920808
artgallery,1147,두산갤러리,미술관,02-708-5050,http://www.doosangallery.com/,127.00118857756357,37.57164420037769
artgallery,332,대림미술관,미술관,02-720-0667,http://www.daelimmuseum.org/,126.97337942872869,37.57752695281287
artgallery,2253,공 아트 스페이스,미술관,02-735-9938,https://www.facebook.com/공아트스페이스-201038949960167/,126.98537461957774,37.57275152436232
artgallery,6316,여주미술관,미술관,031-884-8803,http://yeojuartmuseum.com,127.637078954755,37.2647904526816
artgallery,2291,국립현대미술관 덕수궁관,미술관,02-2022-0600,http://www.mmca.go.kr/,126.97372877013612,37.56596726359523
artgallery,312,서울시립미술관 경희궁미술관,미술관,02-723-2491,http://sema.seoul.go.kr/korean/information/gyeung.jsp,126.96888838174587,37.56968719958664
artgallery,3918,보름산미술관,미술관,031-986-2583,http://www.boroomsan.com/,126.76053029298352,37.59632499953014
artgallery,4903,플랫폼-엘 컨템포러리 아트센터,미술관,02-6929-4470,https://platform-l.org/,127.03426505883716,37.51616019750851
artgallery,992,갤러리 블루홀,미술관,051-625-0195,https://www.culture.go.kr/space/facilityView.do?seq=992&prfplcSn=0&sido=,129.1276016717489,35.15764872449527
artgallery,3730,창원시립마산문신미술관,미술관,055-225-7181,https://www.changwon.go.kr/depart/contents.do?mId=0306010100,128.5689782050479,35.20631542079396
artgallery,1049,경기도미술관,미술관,031-481-7000,http://gmoma.ggcf.kr/,126.81407640381597,37.32580289466538
artgallery,980,금호아트갤러리,미술관,02-6303-1977,http://www.kumhoarthall.com/,126.97297154382166,37.57063875512547
artgallery,985,국립현대미술관 과천관,미술관,02-2188-6000,https://www.mmca.go.kr/,127.02007201176697,37.43135813689219
artgallery,6073,저녁노을미술관,미술관,061-240-8684,https://tour.shinan.go.kr/home/tour/island_tour/aphae/place/place_02/page.wscms,126.24982543694595,34.84456096439388
artgallery,306,목암미술관,미술관,031-969-7686,"https://map.naver.com/v5/search/목암미술관/place/1140601826?c=14127918.0063637,4539712.2776380,15,0,0,0,dh&isCorrectAnswer=true",126.9216430734218,37.71857089748753
artgallery,305,대전시립미술관 창작센터,미술관,042-270-7370,https://www.daejeon.go.kr/dma/index.do,127.42730563226098,36.32674773903523
artgallery,994,갤러리봄,미술관,051-704-7704,http://blog.daum.net/gallerybom,129.0507614218083,35.15854175977194
artgallery,1070,갤러리채스 채스아트센터,미술관,051-7474-808,http://chaesart.modoo.at/,129.18164686319204,35.15770544188923
artgallery,1071,갤러리 통큰,미술관,02-732-3848,http://cafe.naver.com/gallerytongkeun,126.9842620383497,37.57463220802411
artgallery,4963,영아트갤러리,미술관,02-733-3410,http://www.youngartgallery.co.kr,126.98409501597267,37.57486193928383
artgallery,996,갤러리현대 신관,미술관,02-2287-3500,http://www.galleryhyundai.com,126.97984927395036,37.57723541136127
artgallery,1431,제주현대미술관,미술관,064-710-7801,https://www.jeju.go.kr/jejumuseum/index.htm,126.26559563897358,33.33967860526624
artgallery,4782,아트담,미술관,031-706-0503,https://blog.naver.com/artdam1004,127.09281295147571,37.39047118320747
artgallery,5371,해든뮤지움,미술관,032-937-6911  ~2,http://www.haedenmuseum.com,126.50895535114611,37.61207045744527
artgallery,3717,김천시립미술관,미술관,054-420-6725,https://www.gc.go.kr/gma/main.do,128.11948683377508,36.11678900666687
artgallery,1609,용두산미술전시관,미술관,051-740-4270,http://art.busan.go.kr/02_display/display02.jsp,129.03244338,35.1009305045
artgallery,1618,서울아산병원 갤러리,미술관,"02-3010-3056 ,3057",http://www.amc.seoul.kr/asan/information/gallery/galleryList.do,127.1104719776797,37.52521137897048
artgallery,2812,소다미술관,미술관,070-8915-9127,http://www.museumsoda.org/,127.0061840965672,37.20161398977039
artgallery,3942,남송미술관,미술관,031-581-0772,http://www.namsongart.com,127.472273627,37.9045118194
artgallery,6187,비트리갤러리,미술관,02-6951-0008,http://ko.b-treegallery.com/,126.924990619497,37.5525192523979
artgallery,3958,전주미술관,미술관,063-283-8887,http://www.jeonjumuseum.com/,127.154066212,35.8170322747
artgallery,3939,하슬라아트월드,미술관,033-644-9411,https://museumhaslla.com/,129.00784260601787,37.7054522791413
artgallery,1731,코리아나미술관,미술관,02-547-9177,http://www.spacec.co.kr/,127.03276412436121,37.52412323746803
artgallery,3897,영담한지미술관,미술관,054-373-3638,http://www.grandculture.net/cheongdo/toc/GC05501517,128.948612003,35.704539041
artgallery,3673,강릉시립미술관 교동,미술관,033-640-4271,https://www.gn.go.kr/mu/index.do,128.89083631129705,37.76054633933659
artgallery,2552,이천시립월전미술관,미술관,031-637-0033,http://www.iwoljeon.org/,127.42442323601418,37.2794695281144
artgallery,1702,국제갤러리,미술관,02-735-8449,https://www.kukjegallery.com/,126.9804710062683,37.58069082797214
artgallery,1661,갤러리정 광화문,미술관,02-733-1911,http://www.galleryjung.com/,126.97143969388844,37.57291565963701
artgallery,3646,종로구립 박노수미술관,미술관,02-2148-4171,https://www.jfac.or.kr/site/main/content/parkns01,126.96678911202187,37.5813162146987
artgallery,2598,국립현대미술관 서울관,미술관,02-3701-9500,http://www.mmca.go.kr/,126.98010361777375,37.5786274905286
artgallery,3713,최북미술관,미술관,063-320-5636,http://tour.muju.go.kr/art/contents.do?key=290,127.6653052016915,36.00302476210128
artgallery,3714,영암군립 하정웅미술관,미술관,061-470-6841~3,https://www.yeongam.go.kr/home/haart,126.62192184679296,34.76089207892455
artgallery,3705,진천군립 생거판화미술관,미술관,043-539-3607~9,https://www.jincheon.go.kr/site/tour/sub.do?menukey=2224,127.41484843027783,36.87096086244117
artgallery,3736,이중섭미술관,미술관,064-760-3567,http://culture.seogwipo.go.kr/jslee/index.htm,126.5648892129399,33.2458740292824
artgallery,3984,신한갤러리 광화문,미술관,02-722-8493,http://www.shinhangallery.co.kr/kw/index,126.976433166,37.5685951382
artgallery,3988,왈종미술관,미술관,064-763-3600,http://walartmuseum.or.kr/,126.57381483591939,33.24517461291364
artgallery,2100,스페이스 캔,미술관,02-766-7660,http://www.can-foundation.org/,126.99958103617831,37.59515337508692
artgallery,5890,김영갑갤러리두모악,미술관,064-784-9907,http://www.dumoak.com/,126.85416800981922,33.37197100651589
artgallery,3936,쾌연재도자미술관,미술관,033-372-8436,http://www.ywmuseum.com/museum/index.do?museum_no=19,128.36795692632168,37.21815923736433
artgallery,3724,포항시립미술관,미술관,054-270-4700,https://poma.pohang.go.kr/poma,129.39116642321932,36.06653211886772
artgallery,3721,군립청송야송미술관,미술관,054-870-6536,http://tour.gb.go.kr/page.do?con_uid=15660&cmd=2&mnu_uid=197,129.11920081,36.505855349
artgallery,1488,예술의전당(한가람미술관),미술관,02-580-1300,https://www.sac.or.kr/site/main/content/exhibitionHallMain,127.01423709582056,37.48043039660904
artgallery,5500,아트사이드갤러리,미술관,02-725-1020,http://www.artside.org/,126.97294331538603,37.5782656688929
artgallery,2022,마산아트센터,미술관,055-271-5150,http://mac2004.or.kr/main/page.html?pid=8,128.3840102944453,35.1269524844923
artgallery,2116,삼성미술관 Leeum (리움),미술관,02-2014-6901,http://leeum.samsungfoundation.org,126.99912876411753,37.53835233761566
artgallery,3709,충북문화관,미술관,043-223-4100,https://www.cbfc.or.kr/cc/sub.php?menukey=6541,127.49571335231771,36.6375248969557
artgallery,6146,제주 생태문화전시관 더플래닛,미술관,064-798-2000,http://theplanet.kr/,126.413037,33.255196
artgallery,3743,예술의전당(한가람미술관 제3전시실),미술관,02-580-1300,https://www.sac.or.kr/site/main/content/exhibitionHallMain,127.01424557746756,37.4804416582006
artgallery,3699,청주시립대청호미술관,미술관,043-201-0911~4,http://cmoa.cheongju.go.kr/daecheongho/index.do,127.49373070751103,36.50710022935882
artgallery,6294,공예시대,미술관,051-747-1601,http://blog.naver.com/crafteon,129.166579258799,35.160201591128
artgallery,1825,서울대학교 미술관,미술관,02-880-9504,http://www.snumoa.org/,126.94969759776359,37.46647966793395
artgallery,1877,한길책박물관,미술관,031-949-9786,https://blog.naver.com/hangilbm,126.69793371218351,37.78926000373247
artgallery,2004,상원미술관,미술관,02-396-3185,https://www.imageroot.co.kr/,126.97655832698223,37.61165268509761
artgallery,3902,대산미술관,미술관,055-291-5237,http://www.daesanart.com/,128.74421926335614,35.34489910053202
artgallery,3903,통영옻칠미술관,미술관,055-649-5257,http://www.ottchil.or.kr/,128.44311641856714,34.85456803968307
artgallery,1694,선바위미술관,미술관,02-507-8588,http://www.seonbawi.com/,126.99929929480247,37.45176783003222
artgallery,2049,세종문화회관 미술관,미술관,02-399-1000,https://www.sejongpac.or.kr/organization/main/contents.do?menuNo=500142,126.97618593663877,37.57184227589098
artgallery,10,광양문화예술회관 전시실,미술관,061-797-2528~9,https://gwangyang.go.kr/art/,127.587508683,34.9799445042
artgallery,2606,갤러리 목금토,미술관,02-764-0700,http://www.mokkumto.com/,127.003541333,37.582288951
artgallery,2565,전북도립미술관,미술관,063-290-6888,http://www.jma.go.kr/,127.10686658889357,35.72772282871498
artgallery,300,광주시립미술관,미술관,062-613-7100,http://artmuse.gwangju.go.kr/,126.88569893884143,35.18341644370536
artgallery,2779,갤러리오,미술관,02-549-2891,https://www.instagram.com/galleryo_official/,126.98852696023428,37.5375791757326
artgallery,5545,이우환 공간,미술관,051-740-2603,http://art.busan.go.kr/spaceleeufan/,129.13675088194222,35.16585027975353
artgallery,1460,THE K Gallery,미술관,02-2764-1389,https://www.facebook.com/gallerythek22,126.98403299156794,37.57375145488066
artgallery,1044,모란미술관,미술관,0507-1392-8027,http://www.moranmuseum.org,127.32427462703437,37.65054638022911
artgallery,1933,쌍리갤러리,미술관,042-253-8118,http://www.daejeon.go.kr/tou/TouTourView.do?tourSeq=718&viewName=1&menuSeq=961,127.42516945567046,36.32611326808164
artgallery,2005,피카소화랑,미술관,051-747-0357,https://www.culture.go.kr/space/facilityView.do?seq=2005&prfplcSn=0&sido=,129.16967687035722,35.16374185964514
artgallery,1240,엔토코갤러리,미술관,031-942-1613,https://www.heyri.net/buildings/?bmode=view&idx=9260742,126.696415821,37.7889858149
artgallery,4902,고양아람누리 아람미술관,미술관,031-960-0180,https://www.artgy.or.kr/aram/artgallery.aspx,126.774458292187,37.6614856048971
artgallery,1396,예송갤러리,미술관,053-426-1515,http://www.yesongart.com/,128.59755910865067,35.86256371861654
artgallery,319,소마미술관,미술관,02-425-1077,http://soma.kspo.or.kr/,127.1180129847118,37.51690134740682
artgallery,323,일민미술관,미술관,02-2020-2055,http://www.ilmin.org/,126.97763545898903,37.56988289468013
artgallery,325,전원미술관,미술관,032-933-0045,http://www.ganghwa.go.kr/open_content/tour/tour/tourInfoDetail.do?tour_seq=83,126.45873024089151,37.76662112581707
artgallery,1400,토탈미술관,미술관,02-379-7037,http://www.totalmuseum.org/,126.97570022773121,37.61216382277533
artgallery,1961,대전현대갤러리,미술관,042-254-7978,http://blog.naver.com/hdgallery,127.42341120135866,36.32533773815828
artgallery,2317,서울미술관,미술관,02-395-0100,http://www.seoulmuseum.org/,126.96321922026284,37.59458452523068
artgallery,1485,갤러리 MOA,미술관,031-949-3272,http://www.gallerymoa.com/,126.70025053741837,37.78764644713068
artgallery,309,부산시립미술관,미술관,0507-1404-2602,http://art.busan.go.kr/,129.13700898988827,35.16669730783406
artgallery,303,장전미술관,미술관,061-543-0777,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=a32e379e-c3de-44b8-87ed-a9c6675f74c7,126.237708565,34.4295774988
artgallery,3933,여초김응현서예관,미술관,033-461-4081,http://yeochomuseum.kr/wordpress/,128.31978037785078,38.18890929370568
artgallery,302,금호미술관,미술관,02-720-5114,http://www.kumhomuseum.com/,126.979912608,37.5774651757
artgallery,335,호암미술관,미술관,031-320-1801~2,http://www.hoammuseum.org/,127.1916324497019,37.29459774486843
artgallery,4781,갤러리웰,미술관,02-596-6659,http://www.joyfulwell.com/,126.98621625014779,37.48979868515216
artgallery,310,기당미술관,미술관,064-733-1586,http://culture.seogwipo.go.kr/gidang/index.htm,126.55119438764707,33.24488541579547
artgallery,4013,의재미술관,미술관,062-222-3040,https://www.uijae.org/,126.967392351,35.1293708597
artgallery,4014,오백장군갤러리,미술관,064-710-7731~3,https://jeju.go.kr/jejustonepark/view/course1/500.htm,126.66063982931932,33.44627328817981
artgallery,2048,드림갤러리,미술관,02-720-4988,http://gallerydream.pe.kr/,127.145687945,37.3748193471
artgallery,2504,고양어울림누리 어울림미술관,미술관,1577-7766,http://www.artgy.or.kr,126.83536983251538,37.64912928495299
artgallery,1109,남포미술관,미술관,061-832-0003,http://www.nampoart.co.kr/,127.45663861042783,34.60388381806834
artgallery,1317,유아트스페이스,미술관,02-544-8585,http://www.yooartspace.com/,127.04583217896118,37.52739177944266
artgallery,2555,서울시립미술관 남서울미술관,미술관,02-598-6246~7,https://sema.seoul.go.kr/kr/visit/namseoul,126.97949210876725,37.4759852455232
artgallery,1583,반도카메라갤러리 (구. 이룸갤러리),미술관,02-2263-0405,https://blog.naver.com/bandocamera,126.99008516633066,37.56184320696294
artgallery,2122,예술의전당 V-갤러리,미술관,02-580-1300,http://www.sacticket.co.kr/SacHome/sachome/main,127.01425122876317,37.48043264742801
artgallery,3667,수원시립미술관,미술관,031-228-3800,https://suma.suwon.go.kr/main/main.do,127.01586583721596,37.28265312084571
artgallery,1207,"한국공예문화진흥원 제1,2,3전시실",미술관,02-732-9382,http://www.kcdf.or.kr/web/main/mainPage.do,126.98413481851475,37.5740059996448
artgallery,329,포스코미술관,미술관,02-3457-1665,http://www.poscoartmuseum.org/S91_010/S91_010010/front/main.do,127.056132991,37.5058132551
artgallery,1544,앤디스 갤러리,미술관,02-575-2575,http://www.akive.org/space/gallery/G0000141/앤디스갤러리,127.04782786978215,37.52571512442484
artgallery,1160,예술의전당(한가람디자인미술관),미술관,02-580-1300,https://www.sac.or.kr/site/main/content/exhibitionHallMain,127.014213883,37.480240737
artgallery,1227,박여숙 화랑,미술관,02-549-7575,https://blog.naver.com/ryusook1983,126.9902515939419,37.54409355980454
artgallery,1326,아트팩토리,미술관,031- 957-1054,http://www.artfactory4u.com/,126.69872155730265,37.78955032770085
artgallery,1334,우림갤러리,미술관,02-733-3788 ~9,http://blog.naver.com/artwoolim,126.9858865669263,37.57423822822315
artgallery,6147,고흐의 정원,미술관,064-783-6700,http://www.jejugoghart.com,126.844086486445,33.3734094632983
artgallery,334,해강도자미술관,미술관,031-634-2266,http://www.haegang.org/,127.40492096827113,37.30878532850101
artgallery,1919,송화갤러리,미술관,010-2760-8188,https://www.daljin.com/?WS=51&BC=gdv&GNO=622,129.32116206843776,35.55701313550842
artgallery,5721,SeMA 벙커,미술관,02-2124-8942,https://sema.seoul.go.kr/kr/visit/sema_bunker,126.92398940698975,37.52532868562773
artgallery,1455,씽크씽크미술관,미술관,02-569-9611,http://www.thinkthink.net/,127.05072804023487,37.51085862348354
artgallery,1222,한향림도자미술관,미술관,070-4161-7271,https://hhlceramicmuseum.modoo.at/,126.70119321985584,37.78895297958279
artgallery,1268,신미술관,미술관,043-264-5545,http://www.shinmuseum.org/,127.47571675808535,36.63777538609045
artgallery,2578,소암기념관,미술관,064-760-3511~2,http://culture.seogwipo.go.kr/soam/index.htm,126.56744943291889,33.24511657314933
artgallery,5072,유진갤러리,미술관,02-3443-1396,http://eugenegallery.com/,127.04589730514677,37.52751564190587
artgallery,5601,아트센터 화이트블럭,미술관,031-942-4401,https://whiteblock.org/,126.69939974903895,37.78888535046657
artgallery,2092,덕수궁 미술관,미술관,02-2022-0600,https://www.mmca.go.kr/,126.97384199090197,37.56587718913323
artgallery,304,당림미술관,미술관,041-543-6969,http://cafe.naver.com/dangrim/,127.01787583527629,36.74286060543426
artgallery,1267,시안미술관,미술관,054 338 9391~3,http://www.cyanmuseum.org/,128.8895421183434,36.03293358591698
artgallery,4812,갤러리 구루지,미술관,02-2029-1744,https://www.guroartsvalley.or.kr/user/overall/overallArt3.do,126.88934625578476,37.49699626889241
artgallery,1116,노화랑,미술관,02-732-3558,http://www.rhogallery.com/,126.98408652433002,37.57486869559944
artgallery,1822,청작화랑,미술관,02-549-3112,http://www.chungjark.com/,127.02350765624689,37.52434168316362
artgallery,3992,우종미술관,미술관,061-804-1092,http://www.ujongart.com/,127.221766273,34.8170948006
artgallery,2646,포토갤러리 자연사랑미술관,미술관,064-787-3110,http://hallaphoto.com/default/,126.771633811,33.3554154671
artgallery,6485,갤러리 카포레,미술관,031-775-5342,http://cafore.co.kr,127.43599137946886,37.50550132101792
artgallery,2820,국립현대미술관 고양레지던시,미술관,031-962-0070,https://www.mmca.go.kr/,126.858627559,37.7137658534
artgallery,6101,동덕아트갤러리,미술관,02-732-6458,http://www.gallerydongduk.com/,126.98326861085334,37.57497444938245
artgallery,3876,선화기독교미술관,미술관,042-525-3142,http://blog.naver.com/sunhwa_art,127.3574531776512,36.3526696124117
artgallery,3650,대구문화예술회관 미술관,미술관,053-606-6114,https://www.instagram.com/daeguartscenter_art,128.55993614783202,35.84518616278796
artgallery,2834,갤러리JJ(Gallery JJ),미술관,02-322-3979,http://www.galleryjj.org/,127.02838111491204,37.51830389360814
artgallery,2835,갤러리토스트,미술관,02-532-6460,http://gallerytoast.com/,126.990496693,37.4941203383
artgallery,2836,영은미술관,미술관,031-761-0137,http://www.youngeunmuseum.org/,127.2690676317368,37.41307835431107
artgallery,2837,ARTION(아티온),미술관,02-6080-4932,http://www.theartion.com/,126.92838199580476,37.5692641279951
artgallery,5015,평택호예술관,미술관,031-8024-8685,https://www.pyeongtaek.go.kr/tour/contents.do?mId=0101030000,126.923503362,36.9224839779
artgallery,6839,아트사월,미술관,02-1661-8836,https://www.saweol.com/,126.88694192785906,37.42276413539061
artgallery,2680,갤러리175,미술관,02-720-9282,http://blog.naver.com/175gallery,126.97089332344935,37.58065281517763
artgallery,2764,2GIL29 GALLERY,미술관,02-6203-2015,http://www.2gil29gallery.com,127.02147006525325,37.51974695718054
artgallery,4850,아라아트센터,미술관,02-733-1981,http://www.araart.co.kr/,126.98364537501719,37.57330766184482
artgallery,3840,한국근대문학관,미술관,032-455-7165,http://lit.ifac.or.kr/index.php,126.6211080225488,37.47258642464315
artgallery,3757,우민아트센터,미술관,043-222-0357,http://www.wuminartcenter.org/,127.48911021035644,36.64452691560438
artgallery,2842,이브 갤러리,미술관,02-540-5695,http://www.evegallery.co.kr/,127.06040218182844,37.5153005274005
artgallery,5593,부산현대미술관,미술관,051-220-7400,https://www.busan.go.kr/moca/index,128.9427422591895,35.10921642590141
artgallery,5770,김환태문학관,미술관,063-320-5636,http://tour.muju.go.kr/art/contents.do?key=284,127.66533292822413,36.00302460831232
artgallery,6590,홍익대학교 현대미술관,미술관,02-320-3272,http://homa.hongik.ac.kr/,126.92498598634734,37.55251249197663
artgallery,4005,바다빛미술관,미술관,051-610-4061,,129.11852155,35.1537743579
artgallery,3935,국제현대미술관,미술관,033-375-2752,http://www.ywmuseum.com/museum/index.do?museum_no=15,128.50661474411743,37.20831136118702
artgallery,2177,광주시립미술관 상록전시관,미술관,062-613-5394,http://artmuse.gwangju.go.kr,126.88845784056734,35.15494512635343
artgallery,5788,갤러리하리 & 멘탈ART,미술관,031-986-0214,https://blog.naver.com/gallery_heart,126.72438983821519,37.60748145848773
artgallery,4821,벽촌아트갤러리,미술관,051-582-1103,"https://map.naver.com/v5/entry/place/32019609?c=14369576.5264109,4195055.7108730,13,0,0,0,dh&placePath=/home?entry=plt",129.0840710711084,35.22903803210222
artgallery,4006,쉐마미술관,미술관,043-221-3269,https://schemaartmuseum.com/,127.49995433538926,36.6950866917536
artgallery,4007,신선미술관,미술관,061-284-7887,http://sinsun.me/,126.42789404874324,34.79654937027055
artgallery,4008,신풍미술관,미술관,054-653-9329,http://www.sinpungartm.org/,128.43678022933483,36.53996578250346
artgallery,217,조선대학교미술관,미술관,062-230-7832,https://www3.chosun.ac.kr/chosun/index.do,126.9304494002621,35.14405651908882
artgallery,6292,소마미술관 2관,미술관,02-425-1077,https://soma.kspo.or.kr/main,127.118184522722,37.5168648654617
artgallery,3750,신한갤러리 역삼,미술관,02-722-8493,https://archivist.kr/show/show_scroll.php?idx=1673229371,127.044022724,37.4986319675
